Excell_order,remark,accession_L,segment_L,accession_S,segment_S,IV_passages,host,country,admin1,location,latitude-old,longitude-old,latitude,longitude,is_same,precision,source,reference,comment_1,comment_2,duplicate_excluded,non_suitable_strain_excluded,kept_in_L_aln,kept_in_S_aln
988,,,,MH887897,MH887897|LASV0077-EDO-2017|Human|Nigeria|2017-04-17,0,,NGA,Edo,EsanNort,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
989,,MK107842,LASV_NGA_2011_IRR_001_NGA-Ondo_Ose_Hs_2011-08-02,MK107897,LASV_NGA_2011_IRR_001_NGA-Ondo_Ose_Hs_2011-08-02,,,NGA,Ondo,Ose,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
990,,MK107843,LASV_NGA_2012_IRR_010_NGA-Delta_Asaba_Hs_2012-05-28,MK107898,LASV_NGA_2012_IRR_010_NGA-Delta_Asaba_Hs_2012-05-28,,,NGA,Delta,Asaba,6.197842,6.728467,6.197842,6.728467,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
991,,MK107844,LASV_NGA_2013_IRR_014_NGA-Bauchi_Bauchi_Hs_2013-11-23,MK107899,LASV_NGA_2013_IRR_014_NGA-Bauchi_Bauchi_Hs_2013-11-23,,,NGA,Bauchi,Bauchi,10.314159,9.846282,10.314159,9.846282,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
992,,MK107845,LASV_NGA_2013_IRR_016_NGA-Bauchi_Bauchi_Hs_2013-12-08,MK107900,LASV_NGA_2013_IRR_016_NGA-Bauchi_Bauchi_Hs_2013-12-08,,,NGA,Bauchi,Bauchi,10.314159,9.846282,10.314159,9.846282,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
993,,MK107846,LASV_NGA_2013_IRR_008_NGA-Taraba_Jalingo_Hs_2013-03-06,MK107901,LASV_NGA_2013_IRR_008_NGA-Taraba_Jalingo_Hs_2013-03-06,,,NGA,Taraba,Jalingo,8.89369,11.35765,8.89369,11.35765,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
994,,MK107847,LASV_NGA_2014_IRR_005_NGA-Ebonyi_Abakaliki_Hs_2014-05-14,MK107902,LASV_NGA_2014_IRR_005_NGA-Ebonyi_Abakaliki_Hs_2014-05-14,,,NGA,Ebonyi,Abakaliki,6.333333,8.1,6.333333,8.1,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
995,,MK107848,MK107848|IRR_006_NIG_2014|Human|NIG|2014-05-14,MK107903,MK107903|IRR_006_NIG_2014|Human|NIG|2014-05-14,1,Homo_sapiens,NGA,Ebonyi,,,,,,NO,admin-2,10.1128/JVI.00929-25,Ehichioya et al. 2019. J. Virol.,,,0,0,,
996,,MK107849,MK107849|IRR_007_NIG_2014|Human|NIG|2014-05-14,MK107904,MK107904|IRR_007_NIG_2014|Human|NIG|2014-05-14,1,Homo_sapiens,NGA,Ebonyi,,,,,,NO,admin-2,10.1128/JVI.00929-24,Ehichioya et al. 2019. J. Virol.,,,0,0,,
997,,MK107850,MK107850|IRR_008_NIG_2014|Human|NIG|2014-05-15,MK107905,MK107905|IRR_008_NIG_2014|Human|NIG|2014-05-15,1,Homo_sapiens,NGA,Ebonyi,,,,,,NO,admin-2,10.1128/JVI.00929-23,Ehichioya et al. 2019. J. Virol.,,,0,0,,
998,,MK107851,MK107851|IRR_009_NIG_2014|Human|NIG|2014-05-17,MK107906,MK107906|IRR_009_NIG_2014|Human|NIG|2014-05-17,1,Homo_sapiens,NGA,Ebonyi,,,,,,NO,admin-2,10.1128/JVI.00929-22,Ehichioya et al. 2019. J. Virol.,,,0,0,,
999,,MK107852,LASV_NGA_2014_IRR_010_NGA-Ondo_Okeluse_Hs_2014-05-17,MK107907,LASV_NGA_2014_IRR_010_NGA-Ondo_Okeluse_Hs_2014-05-17,,,NGA,Ondo,Okeluse,6.784077,5.589279,6.784077,5.589279,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1000,,MK107853,LASV_NGA_2014_IRR_011_NGA-Ondo_Okeluse_Hs_2014-08-01,MK107908,LASV_NGA_2014_IRR_011_NGA-Ondo_Okeluse_Hs_2014-08-01,,,NGA,Ondo,Okeluse,6.784077,5.589279,6.784077,5.589279,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1001,,MK107854,LASV_NGA_2014_IRR_012_NGA-Ondo_Ifon_Hs_2014-08-10,MK107909,LASV_NGA_2014_IRR_012_NGA-Ondo_Ifon_Hs_2014-08-10,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1002,,MK107855,LASV_NGA_2014_IRR_002_NGA-Nassarawa_Lafia_Hs_2014-01-20,MK107910,LASV_NGA_2014_IRR_002_NGA-Nassarawa_Lafia_Hs_2014-01-20,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1003,,MK107856,LASV_NGA_2015_IRR_009_NGA-Bauchi_Mbal_Hs_2015-04-25,MK107911,LASV_NGA_2015_IRR_009_NGA-Bauchi_Mbal_Hs_2015-04-25,,,NGA,Bauchi,Mbal,9.595820427,9.617159843,9.595820427,9.617159843,,city_sam.rapidsmsnigeria.org,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1004,,MK107857,LASV_NGA_2015_IRR_008_NGA-Bauchi_Alkaleri_Hs_2015-04-10,MK107912,LASV_NGA_2015_IRR_008_NGA-Bauchi_Alkaleri_Hs_2015-04-10,,,NGA,Bauchi,Alkaleri,10.26878,10.33279,10.26878,10.33279,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1005,,MK107858,LASV_NGA_2015_IRR_010_NGA-Kogi_Ibaji_Hs_2015-07-02,MK107913,LASV_NGA_2015_IRR_010_NGA-Kogi_Ibaji_Hs_2015-07-02,,,NGA,Kogi,Ibaji,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1006,,MK107859,LASV_NGA_2015_IRR_014_NGA-Nassarawa_Agyaragu_Hs_2015-12-30,MK107914,LASV_NGA_2015_IRR_014_NGA-Nassarawa_Agyaragu_Hs_2015-12-30,,,NGA,Nassarawa,Agyaragu,8.4,8.55,8.4,8.55,,city_geographic.org,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1007,,MK107860,LASV_NGA_2015_IRR_011_NGA-Ondo_Owo_Hs_2015-09-16,MK107915,LASV_NGA_2015_IRR_011_NGA-Ondo_Owo_Hs_2015-09-16,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1008,,MK107861,LASV_NGA_2015_IRR_012_NGA-Ondo_Ifon_Hs_2015-11-06,MK107916,LASV_NGA_2015_IRR_012_NGA-Ondo_Ifon_Hs_2015-11-06,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1009,,MK107862,LASV_NGA_2016_IRR_012_NGA-Bauchi_TafawaBalewa_Hs_2016-01-25,MK107917,LASV_NGA_2016_IRR_012_NGA-Bauchi_TafawaBalewa_Hs_2016-01-25,,,NGA,Bauchi,TafawaBalewa,9.755908,9.553992,9.755908,9.553992,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1010,,MK107863,LASV_NGA_2016_IRR_014_NGA-Bauchi_Alkaleri_Hs_2016-01-28,MK107918,LASV_NGA_2016_IRR_014_NGA-Bauchi_Alkaleri_Hs_2016-01-28,,,NGA,Bauchi,Alkaleri,10.26878,10.33279,10.26878,10.33279,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1011,,MK107864,LASV_NGA_2016_IRR_019_NGA-Bauchi_LimanKatagum_Hs_2016-01-12,MK107919,LASV_NGA_2016_IRR_019_NGA-Bauchi_LimanKatagum_Hs_2016-01-12,,,NGA,Bauchi,LimanKatagum,10.093735,9.767931,10.093735,9.767931,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1012,,MK107865,LASV_NGA_2016_IRR_028_NGA-Bauchi_SabonGari_Hs_2016-02-29,MK107920,LASV_NGA_2016_IRR_028_NGA-Bauchi_SabonGari_Hs_2016-02-29,,,NGA,Bauchi,SabonGari,10.675453,9.122348,10.675453,9.122348,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1013,,MK107866,LASV_NGA_2016_IRR_025_NGA-Benue_Oiji_Hs_2016-02-26,MK107921,LASV_NGA_2016_IRR_025_NGA-Benue_Oiji_Hs_2016-02-26,,,NGA,Benue,Oiji,7.565864,7.917972,7.565864,7.917972,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1014,L gene low quality - z < 500 nt,MK107867,LASV_NGA_2016_IRR_007_NGA-AkwaIbom_Uyo_Hs_2016-01-18,MK107922,LASV_NGA_2016_IRR_007_NGA-AkwaIbom_Uyo_Hs_2016-01-18,,,NGA,AkwaIbom,Uyo,5.033333,7.916667,5.033333,7.916667,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,0,
1015,,MK107868,LASV_NGA_2016_IRR_018_NGA-Ebonyi_Ikwo_Hs_2016-02-09,MK107923,LASV_NGA_2016_IRR_018_NGA-Ebonyi_Ikwo_Hs_2016-02-09,,,NGA,Ebonyi,Ikwo,6.0767,8.0701,6.0767,8.0701,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1016,,MK107869,LASV_NGA_2016_IRR_021_NGA-Ebonyi_NA_Hs_2016-02-18,MK107924,LASV_NGA_2016_IRR_021_NGA-Ebonyi_NA_Hs_2016-02-18,,,NGA,Ebonyi,,,,,,,country,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1017,,MK107870,LASV_NGA_2016_IRR_026_NGA-Ebonyi_Ohaukwu_Hs_2016-02-26,MK107925,LASV_NGA_2016_IRR_026_NGA-Ebonyi_Ohaukwu_Hs_2016-02-26,,,NGA,Ebonyi,Ohaukwu,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1018,,MK107871,LASV_NGA_2016_IRR_027_NGA-Ebonyi_Izzi_Hs_2016-02-28,MK107926,LASV_NGA_2016_IRR_027_NGA-Ebonyi_Izzi_Hs_2016-02-28,,,NGA,Ebonyi,Izzi,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1019,,MK107872,LASV_NGA_2016_IRR_006_NGA-Ekiti_IdoEkiti_Hs_2016-01-14,MK107927,LASV_NGA_2016_IRR_006_NGA-Ekiti_IdoEkiti_Hs_2016-01-14,,,NGA,Ekiti,IdoEkiti,7.845422,5.182916,7.845422,5.182916,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1020,,MK107873,LASV_NGA_2016_IRR_013_NGA-Imo_Owerri_Hs_2016-01-27,MK107928,LASV_NGA_2016_IRR_013_NGA-Imo_Owerri_Hs_2016-01-27,,,NGA,Imo,Owerri,5.485,7.035,5.485,7.035,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1021,,MK107874,LASV_NGA_2016_IRR_023_NGA-Kaduna_Kaduna_Hs_2016-02-23,MK107929,LASV_NGA_2016_IRR_023_NGA-Kaduna_Kaduna_Hs_2016-02-23,,,NGA,Kaduna,Kaduna,10.523056,7.440278,10.523056,7.440278,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1022,,MK107875,LASV_NGA_2016_IRR_016_NGA-Nassarawa_Kwarra_Hs_2016-02-06,MK107930,LASV_NGA_2016_IRR_016_NGA-Nassarawa_Kwarra_Hs_2016-02-06,,,NGA,Nassarawa,Kwarra,8.325363,8.450158,8.325363,8.450158,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1023,,MK107876,LASV_NGA_2016_IRR_008_NGA-Nassarawa_Lafia_Hs_2016-01-20,MK107931,LASV_NGA_2016_IRR_008_NGA-Nassarawa_Lafia_Hs_2016-01-20,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1024,,MK107877,LASV_NGA_2016_IRR_011_NGA-Nassarawa_Lafia_Hs_2016-01-24,MK107932,LASV_NGA_2016_IRR_011_NGA-Nassarawa_Lafia_Hs_2016-01-24,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1025,,MK107878,LASV_NGA_2016_IRR_015_NGA-Nassarawa_Lafia_Hs_2016-02-03,MK107933,LASV_NGA_2016_IRR_015_NGA-Nassarawa_Lafia_Hs_2016-02-03,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1026,,MK107879,LASV_NGA_2016_IRR_032_NGA-Nassarawa_Lafia_Hs_2016-03-13,MK107934,LASV_NGA_2016_IRR_032_NGA-Nassarawa_Lafia_Hs_2016-03-13,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1027,,MK107880,LASV_NGA_2016_IRR_020_NGA-Nassarawa_Lafia_Hs_2016-02-15,MK107935,LASV_NGA_2016_IRR_020_NGA-Nassarawa_Lafia_Hs_2016-02-15,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1028,,MK107881,LASV_NGA_2016_IRR_017_NGA-Ondo_Ifon_Hs_2016-02-06,MK107936,LASV_NGA_2016_IRR_017_NGA-Ondo_Ifon_Hs_2016-02-06,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1029,,MK107882,LASV_NGA_2016_IRR_033_NGA-Ondo_Ondo_Hs_2016-03-14,MK107937,LASV_NGA_2016_IRR_033_NGA-Ondo_Ondo_Hs_2016-03-14,,,NGA,Ondo,Ondo,7.088923,4.799094,7.088923,4.799094,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1030,,MK107883,LASV_NGA_2016_IRR_029_NGA-Ondo_Owo_Hs_2016-03-01,MK107938,LASV_NGA_2016_IRR_029_NGA-Ondo_Owo_Hs_2016-03-01,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1031,,MK107884,LASV_NGA_2016_IRR_009_NGA-Plateau_Shendam_Hs_2016-01-20,MK107939,LASV_NGA_2016_IRR_009_NGA-Plateau_Shendam_Hs_2016-01-20,,,NGA,Plateau,Shendam,8.87931,9.53879,8.87931,9.53879,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1032,,MK107885,LASV_NGA_2016_IRR_003_NGA-Plateau_Kumbul_Hs_2016-01-04,MK107940,LASV_NGA_2016_IRR_003_NGA-Plateau_Kumbul_Hs_2016-01-04,,,NGA,Plateau,Kumbul,9.383,9.133,9.383,9.133,,city_geographic.org,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1033,,MK107886,LASV_NGA_2016_IRR_010_NGA-Taraba_Kwesati_Hs_2016-01-22,MK107941,LASV_NGA_2016_IRR_010_NGA-Taraba_Kwesati_Hs_2016-01-22,,,NGA,Taraba,Kwesati,7.213958,10.183256,7.213958,10.183256,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1034,,MK107887,LASV_NGA_2016_IRR_004_NGA-Taraba_Takun_Hs_2016-01-05,MK107942,LASV_NGA_2016_IRR_004_NGA-Taraba_Takun_Hs_2016-01-05,,,NGA,Taraba,Takun,7.251211,9.976395,7.251211,9.976395,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1035,,MK107888,MK107888|IRR_015_NGA_2017|Human|NIG|2017,MK107943,MK107943|IRR_015_NGA_2017|Human|NIG|2017,1,Homo_sapiens,NGA,Plateau,,,,,,NO,admin-2,10.1128/JVI.00929-21,Ehichioya et al. 2019. J. Virol.,,,0,0,,
1036,,MK107889,MK107889|IRR_016_NGA_2017|Human|NIG|2017,MK107944,MK107944|IRR_016_NGA_2017|Human|NIG|2017,1,Homo_sapiens,NGA,Plateau,,,,,,NO,admin-2,10.1128/JVI.00929-20,Ehichioya et al. 2019. J. Virol.,,,0,0,,
1037,,,,MK107945,LASV_NGA_2013_IRR_015_NGA-Bauchi_Bauchi_Hs_2013-12-04,,,NGA,Bauchi,Bauchi,10.314159,9.846282,10.314159,9.846282,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1038,,,,MK107946,LASV_NGA_2013_IRR_011_NGA-Rivers_Obio-Akpor_Hs_2013-03-18,,,NGA,Rivers,Obio-Akpor,4.869632,7.019002,4.869632,7.019002,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1039,S segment excluded. low quality,,,MK107947,LASV_NGA_2014_IRR_003_NGA-Bauchi_Katagun_Hs_2014-04-07,,,NGA,Bauchi,Katagun,12.287316,10.350665,12.287316,10.350665,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,0
1040,,,,MK107948,LASV_NGA_2014_IRR_004_NGA-Ondo_Okeluse_Hs_2014-05-08,,,NGA,Ondo,Okeluse,6.784077,5.589279,6.784077,5.589279,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1041,,,,MK107949,LASV_NGA_2015_IRR_015_NGA-Nassarawa_Lafia_Hs_2015-12-30,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1042,,,,MK107950,LASV_NGA_2015_IRR_006_NGA-Ondo_Ifon_Hs_2015-02-22,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1043,,,,MK107951,LASV_NGA_2015_IRR_001_NGA-Plateau_Buji_Hs_2015-01-08,,,NGA,Plateau,Buji,10.0727,8.9341,10.0727,8.9341,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1044,,,,MK107952,LASV_NGA_2015_IRR_007_NGA-Taraba_Jalingo_Hs_2015-02-25,,,NGA,Taraba,Jalingo,8.89369,11.35765,8.89369,11.35765,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1045,,,,MK107953,LASV_NGA_2016_IRR_005_NGA-Bauchi_Bundot_Hs_2016-01-08,,,NGA,Bauchi,Bundot,10.006978,9.544584,10.006978,9.544584,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1046,Modified: MK107954 (GPC. 0:47),,,MK107954,LASV_NGA_2016_IRR_031_NGA-Bauchi_Mbal_Hs_2016-03-11,,,NGA,Bauchi,Mbal,9.595820427,9.617159843,9.595820427,9.617159843,,city_sam.rapidsmsnigeria.org,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1047,,,,MK107955,LASV_NGA_2016_IRR_022_NGA-Kogi_Idah_Hs_2016-02-20,,,NGA,Kogi,Idah,7.11365,6.74345,7.11365,6.74345,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1048,,,,MK107956,LASV_NGA_2016_IRR_024_NGA-Ondo_Irun_Hs_2016-02-24,,,NGA,Ondo,Irun,7.579115,5.696218,7.579115,5.696218,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1049,S segment excluded. low quality,,,MK107957,LASV_NGA_2016_IRR_030_NGA-Ondo_Owo_Hs_2016-03-01,,,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,0
1050,,MK107890,LASV_NGA_2012_IRR_001_NGA-Taraba_Jalingo_Hs_2012-02-08,MK107958,LASV_NGA_2012_IRR_001_NGA-Taraba_Jalingo_Hs_2012-02-08,,,NGA,Taraba,Jalingo,8.89369,11.35765,8.89369,11.35765,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1051,,MK107891,MK107891|IRR_002_NGA_2012|Human|NIG|2012-02-10,MK107959,MK107959|IRR_002_NGA_2012|Human|NIG|2012-02-10,1,Homo_sapiens,NGA,Tararba,,,,,,NO,admin-2,10.1128/JVI.00929-19,Ehichioya et al. 2019. J. Virol.,,,0,0,,
1052,,MK107892,LASV_NGA_2012_IRR_003_NGA-Taraba_Jalingo_Hs_2012-02-10,MK107960,LASV_NGA_2012_IRR_003_NGA-Taraba_Jalingo_Hs_2012-02-10,,,NGA,Taraba,Jalingo,8.89369,11.35765,8.89369,11.35765,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1053,,MK107893,LASV_NGA_2013_IRR_005_NGA-Ebonyi_Abakaliki_Hs_2013-01-25,MK107961,LASV_NGA_2013_IRR_005_NGA-Ebonyi_Abakaliki_Hs_2013-01-25,,,NGA,Ebonyi,Abakaliki,6.333333,8.1,6.333333,8.1,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1054,,MK107894,LASV_NGA_2013_IRR_007_NGA-Enugu_Enugu_Hs_2013-02-03,MK107962,LASV_NGA_2013_IRR_007_NGA-Enugu_Enugu_Hs_2013-02-03,,,NGA,Enugu,Enugu,6.452667,7.510333,6.452667,7.510333,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1055,,MK107895,LASV_NGA_2013_IRR_001_NGA-Ondo_Imoru_Hs_2013-01-16,MK107963,LASV_NGA_2013_IRR_001_NGA-Ondo_Imoru_Hs_2013-01-16,,,NGA,Ondo,Imoru,6.87224,5.75412,6.87224,5.75412,,city_maplandia.com,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1056,,MK107896,LASV_NGA_2013_IRR_006_NGA-Ondo_Ifon_Hs_2013-01-30,MK107964,LASV_NGA_2013_IRR_006_NGA-Ondo_Ifon_Hs_2013-01-30,,,NGA,Ondo,Ifon,6.926767,5.773787,6.926767,5.773787,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1057,,,,MK107965,LASV_NGA_2013_IRR_002_NGA-Benue_Makurdi_Hs_2013-01-17,,,NGA,Benue,Makurdi,7.732152,8.539144,7.732152,8.539144,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1058,,,,MK107966,LASV_NGA_2012_IRR_004_NGA-Rivers_Ikwerre_Hs_2012-02-10,,,NGA,Rivers,Ikwerre,,,,,,admin-2,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1059,,,,MK107967,LASV_NGA_2012_IRR_006_NGA-Rivers_PortHarcourt_Hs_2012-02-21,,,NGA,Rivers,PortHarcourt,4.77149,7.01435,4.77149,7.01435,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1060,,,,MK107968,LASV_NGA_2013_IRR_003_NGA-Nassarawa_Lafia_Hs_2013-01-18,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1061,,,,MK107969,MK107969|IRR_005_NIG_2012|Human|NIG|2013-02-10,1,Homo_sapiens,NGA,Tararba,,,,,,NO,admin-2,10.1128/JVI.00929-25,Ehichioya et al. 2019. J. Virol.,,,0,0,,
1062,,,,MK107970,LASV_NGA_2013_IRR_004_NGA-Plateau_Bukuru_Hs_2013-01,,,NGA,Plateau,Bukuru,9.8,8.866667,9.8,8.866667,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1063,,,,MK107971,LASV_NGA_2012_IRR_008_NGA-FederalCapitalTerritory_NA_Hs_2012-03-08,,,NGA,Federal Capital Territory,NA,,,,,,admin-1,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1064,,,,MK107972,LASV_NGA_2012_IRR_009_NGA-Kogi_Iyano_Hs_2012-04-12,,,NGA,Kogi,Iyano,6.797072,6.664688,6.797072,6.664688,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1065,,,,MK107973,LASV_NGA_2012_IRR_007_NGA-Nassarawa_Lafia_Hs_2012-02-27,,,NGA,Nassarawa,Lafia,8.49575,8.52155,8.49575,8.52155,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1066,,,,MK107974,LASV_NGA_2013_IRR_010_NGA-Bauchi_Bauchi_Hs_2013-03-10,,,NGA,Bauchi,Bauchi,10.314159,9.846282,10.314159,9.846282,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1067,,,,MK107975,LASV_NGA_2013_IRR_013_NGA-Plateau_Jos_Hs_2013-02-27,,,NGA,Plateau,Jos,9.916667,8.890278,9.916667,8.890278,,city_Wikipedia,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1068,,,,MK107976,LASV_NGA_2013_IRR_012_NGA-Rivers_Ohio-Akpor_Hs_2013-04-11,,,NGA,Rivers,Ohio-Akpor,4.865528,7.013852,4.865528,7.013852,,city_GoogleMap,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
1069,,,,MK107977,MK107977|IRR_009_NIG_2013|Human|NIG|2013-03-09,1,Homo_sapiens,NGA,Tararba,,,,,,NO,admin-2,10.1128/JVI.00929-25,Ehichioya et al. 2019. J. Virol.,,,0,0,,
1070,,,,MK107978,LASV_NGA_2015_IRR_002_NGA-Bauchi_Bauchi_Hs_2015-01-08,,,NGA,Bauchi,Bauchi,10.314159,9.846282,10.314159,9.846282,,city_latlong.net,10.1126/science.aau9343,Kafetzopoulou et al. 2019. Science,,,0,0,,
